Latitude,Longitude,NO2,Date,City
22.988655,72.767815,8.496723000000001,17-08-2024 00:00,Ahmedabad
23.026102,72.5349,11.6262345,17-08-2024 00:00,Ahmedabad
23.03001,72.608505,13.223213,17-08-2024 00:00,Ahmedabad
23.033882,72.68295,12.651547,17-08-2024 00:00,Ahmedabad
23.03772,72.75827,8.548752,17-08-2024 00:00,Ahmedabad
23.075182,72.525246,9.452635,17-08-2024 00:00,Ahmedabad
23.079082,72.598885,12.207224,17-08-2024 00:00,Ahmedabad
23.082949,72.67336,12.094231,17-08-2024 00:00,Ahmedabad
23.08678,72.748695,7.660939,17-08-2024 00:00,Ahmedabad
22.90529,72.78383,12.593803,18-08-2024 00:00,Ahmedabad
22.919998,72.53482,9.2182645,18-08-2024 00:00,Ahmedabad
22.925797,72.57404,10.0806,18-08-2024 00:00,Ahmedabad
22.931578,72.61343,9.190222,18-08-2024 00:00,Ahmedabad
22.93734,72.652954,11.043164,18-08-2024 00:00,Ahmedabad
22.943087,72.692635,9.140536,18-08-2024 00:00,Ahmedabad
22.948814,72.732475,10.200512,18-08-2024 00:00,Ahmedabad
22.954527,72.77248,12.36923,18-08-2024 00:00,Ahmedabad
22.969296,72.52344,10.840866,18-08-2024 00:00,Ahmedabad
22.975092,72.562675,11.976067,18-08-2024 00:00,Ahmedabad
22.980873,72.60207,18.194061,18-08-2024 00:00,Ahmedabad
22.986635,72.64162,16.340755,18-08-2024 00:00,Ahmedabad
22.992382,72.68131,11.629098,18-08-2024 00:00,Ahmedabad
22.99811,72.72117,9.951956,18-08-2024 00:00,Ahmedabad
23.003822,72.761185,10.779115,18-08-2024 00:00,Ahmedabad
23.018572,72.51206,10.863653,18-08-2024 00:00,Ahmedabad
23.02437,72.55132,9.976097,18-08-2024 00:00,Ahmedabad
23.03015,72.59073,14.21179,18-08-2024 00:00,Ahmedabad
23.035913,72.63029,16.543925,18-08-2024 00:00,Ahmedabad
23.041658,72.67,21.106676,18-08-2024 00:00,Ahmedabad
23.047386,72.70987,20.330266,18-08-2024 00:00,Ahmedabad
23.053097,72.7499,13.068825,18-08-2024 00:00,Ahmedabad
23.05879,72.79009,9.647541,18-08-2024 00:00,Ahmedabad
23.067835,72.50068,10.923236,18-08-2024 00:00,Ahmedabad
23.073631,72.53995,10.694665,18-08-2024 00:00,Ahmedabad
23.079412,72.57937,13.0637245,18-08-2024 00:00,Ahmedabad
23.085175,72.61894,15.123679999999998,18-08-2024 00:00,Ahmedabad
23.09092,72.658676,18.660588,18-08-2024 00:00,Ahmedabad
23.096647,72.698555,18.890223,18-08-2024 00:00,Ahmedabad
22.905504,72.75556,13.565972,19-08-2024 00:00,Ahmedabad
22.906038,72.561295,10.690003,19-08-2024 00:00,Ahmedabad
22.915047,72.79155,11.503841,19-08-2024 00:00,Ahmedabad
22.915876,72.597694,10.206534,19-08-2024 00:00,Ahmedabad
22.925655,72.63402,14.882305,19-08-2024 00:00,Ahmedabad
22.935375,72.67025,25.110015,19-08-2024 00:00,Ahmedabad
22.945036,72.706406,16.615322,19-08-2024 00:00,Ahmedabad
22.945253,72.511635,11.83065,19-08-2024 00:00,Ahmedabad
22.954638,72.74248,15.935311,19-08-2024 00:00,Ahmedabad
22.955156,72.548134,10.8937975,19-08-2024 00:00,Ahmedabad
22.964182,72.77848,15.761896000000002,19-08-2024 00:00,Ahmedabad
22.964998,72.58456,11.313809,19-08-2024 00:00,Ahmedabad
22.97478,72.62089,13.9423755,19-08-2024 00:00,Ahmedabad
22.9845,72.657135,15.480150000000002,19-08-2024 00:00,Ahmedabad
22.994164,72.693306,17.34367,19-08-2024 00:00,Ahmedabad
23.003767,72.72939,19.186093,19-08-2024 00:00,Ahmedabad
23.00428,72.53497,11.490683,19-08-2024 00:00,Ahmedabad
23.013313,72.765396,18.738863,19-08-2024 00:00,Ahmedabad
23.014124,72.5714,12.335786,19-08-2024 00:00,Ahmedabad
23.023907,72.60775,19.651035,19-08-2024 00:00,Ahmedabad
23.03363,72.64401,20.244639,19-08-2024 00:00,Ahmedabad
23.043295,72.68019,20.48639,19-08-2024 00:00,Ahmedabad
23.052902,72.71629,18.229426,19-08-2024 00:00,Ahmedabad
23.053413,72.52182,12.021938,19-08-2024 00:00,Ahmedabad
23.06245,72.75231,14.346547,19-08-2024 00:00,Ahmedabad
23.06326,72.558266,11.3964015,19-08-2024 00:00,Ahmedabad
23.071943,72.78826,12.3347845,19-08-2024 00:00,Ahmedabad
23.073046,72.59462,18.057719,19-08-2024 00:00,Ahmedabad
