City,Location,Date,PM2.5,PM10,NO2,NO,NOx,SO2,CO,Ozone,Temp,CO2,Latitude,Longitude
Chennai,Kodungaiyur  Chennai - TNPCB ,12-08-2024 00:00,9.57,38.44,11.75,2.79,8.51,4.86,0.62,58.8,32.26,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,13-08-2024 00:00,9.02,32.35,10.72,3.09,8.17,4.21,0.61,40.15,32.69,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,14-08-2024 00:00,4.34,18.8,9.17,4.48,8.52,3.3,0.52,28.01,33.09,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,15-08-2024 00:00,4.42,18.22,9.28,3.27,7.59,4.08,0.5,32.79,32.98,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,16-08-2024 00:00,5.92,24.53,8.67,3.05,7.09,4.01,0.56,34.11,32.84,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,17-08-2024 00:00,5.9,27.93,10.07,3.62,8.3,3.86,0.56,32.77,32.54,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,18-08-2024 00:00,5.66,32.43,9.74,2.99,7.61,5.16,0.58,42.54,33.16,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,19-08-2024 00:00,5.78,32.27,9.74,3.12,7.66,4.35,0.63,40.77,33.03,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,20-08-2024 00:00,6.62,32.42,12.41,3.15,9.13,6.08,0.61,44.07,32.54,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,21-08-2024 00:00,7.22,37.79,12.03,3.14,8.95,4.46,0.6,36.52,32.56,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,22-08-2024 00:00,7.02,42.03,13.46,3.32,9.83,3.56,0.61,47.1,32.55,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,23-08-2024 00:00,8.49,43.71,14.66,3.16,10.34,6.33,0.89,44.74,32.74,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,24-08-2024 00:00,9.23,57.23,15.76,3.31,11,4.26,0.69,39.61,32.41,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,25-08-2024 00:00,9.64,52.26,12.46,3.32,9.33,4.11,0.6,36.71,33.14,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,26-08-2024 00:00,10.02,47.37,11.59,3.16,8.73,3.81,0.56,41.0,33.37,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,27-08-2024 00:00,8.44,51.01,14.42,3.28,10.31,4.72,0.65,40.41,32.28,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,28-08-2024 00:00,10.07,45.33,18.3,5.69,14.36,3.74,0.79,32.2,30.07,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,29-08-2024 00:00,10.66,40.37,16.52,4.17,12.18,4.78,0.73,33.34,29.49,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,30-08-2024 00:00,9.69,36.68,16.7,6.03,13.78,4.29,0.7,30.94,29.34,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,31-08-2024 00:00,11.94,47.53,16.82,9.33,16.53,4.87,0.76,25.76,28.52,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,01-09-2024 00:00,7.05,32.49,13.37,4.81,11.01,5.08,0.7,33.31,30.33,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,02-09-2024 00:00,10.23,47.44,14.74,3.44,10.63,3.74,0.69,42.37,31.46,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,03-09-2024 00:00,10,48,18.17,7.14,15.46,3.89,0.74,37.03,30.19,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,04-09-2024 00:00,10.68,56.21,20.27,6.1,15.74,4.3,0.89,31.63,29.01,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,05-09-2024 00:00,12.53,70.98,17.91,4.34,13.06,4.55,0.76,31.13,30.7,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,06-09-2024 00:00,14.07,75.54,22.03,10.74,20.46,4.58,1.03,30.47,29.93,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,07-09-2024 00:00,11.67,57.14,15.54,9.57,16.05,3.79,0.87,26.96,29.21,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,08-09-2024 00:00,10.78,49.5,14.47,4.1,11.04,4.05,0.79,31.51,29.07,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,09-09-2024 00:00,11.43,53.17,15.71,4.33,11.87,4.4,0.75,33.12,29.55,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,10-09-2024 00:00,12.04,54.9,15.96,4.35,12.02,4.15,0.71,33.97,31.67,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,11-09-2024 00:00,11.76,48.41,12.79,3.6,9.72,4.56,0.61,40.04,32.84,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,12-09-2024 00:00,13.88,53.88,14.2,3.24,10.05,4.25,0.64,43.65,33.22,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,13-09-2024 00:00,11.48,57.81,15.24,3.89,11.31,4.92,0.54,40.41,34.66,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,14-09-2024 00:00,12.62,57.21,12.77,2.7,8.94,4.09,0.66,56.17,33.62,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,15-09-2024 00:00,12.19,51.94,11.41,2.64,8.22,3.88,0.62,55.55,33.88,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,16-09-2024 00:00,13.08,54.6,13.01,2.82,9.21,3.56,0.63,58.5,34.37,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,17-09-2024 00:00,13.1,61.24,11.6,2.82,8.4,4.09,0.62,55.37,34.78,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,18-09-2024 00:00,12.95,50.43,15.4,2.98,10.59,4.6,0.62,59.25,35.14,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,19-09-2024 00:00,21.21,88.4,26.89,4.27,17.76,4.73,0.98,43.5,31.79,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,20-09-2024 00:00,20.9,88.15,17.77,2.9,11.78,4.83,0.8,62.05,31.94,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,21-09-2024 00:00,14.16,52.54,22.64,8.6,19.04,7.09,0.82,41.09,31.26,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,22-09-2024 00:00,13.83,50.6,16.75,3.25,11.54,4.38,0.77,45.99,29.92,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,23-09-2024 00:00,13.22,51.56,16.23,3.35,11.26,4.26,0.74,48.86,31.14,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,24-09-2024 00:00,8.4,32.05,15.93,3.16,11,3.71,0.64,43.44,31.35,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,25-09-2024 00:00,8.24,31.96,17.49,3.67,12.28,2.89,0.64,27.88,31.3,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,26-09-2024 00:00,8.86,35.49,19.56,4.5,14.06,4.06,0.72,35.47,29.77,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,27-09-2024 00:00,10.84,46.63,19.54,5.32,14.71,3.06,0.89,26.17,30.02,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,28-09-2024 00:00,13.24,44.92,18.76,8.2,16.65,5.17,0.84,22.02,30.29,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,29-09-2024 00:00,5.76,20.15,8.94,4.68,8.55,4.21,0.54,11.69,31.15,,13.1058,80.2217
Chennai,Kodungaiyur  Chennai - TNPCB ,30-09-2024 00:00,6.16,17.29,8.77,5.47,9.11,2.78,0.68,9.97,31.83,,13.1058,80.2217
Chennai,Manali Village  Chennai - TNPCB ,01-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,02-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,03-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,04-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,05-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,06-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,07-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,08-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,09-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,10-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,11-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,12-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,13-08-2024 00:00,24.16,60.43,2.28,7.73,10.01,12.47,0.58,37.36,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,14-08-2024 00:00,14.04,45.85,1.42,8.69,10.07,13.15,0.49,41.19,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,15-08-2024 00:00,14.12,38.4,1.3,8.42,9.61,12.16,0.47,45.26,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,16-08-2024 00:00,21.62,49.36,1.65,7.68,9.32,13.19,0.48,41.82,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,17-08-2024 00:00,27.69,57.02,1.62,7.79,9.41,12.52,0.46,43.37,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,18-08-2024 00:00,21.58,47.05,1.51,8.61,10.08,11.52,0.41,46.61,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,19-08-2024 00:00,25.16,50.61,1.81,9.13,10.92,13.08,0.43,43.29,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,20-08-2024 00:00,27.94,56.16,1.77,6.98,8.74,13.08,0.47,40.81,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,21-08-2024 00:00,17.43,50.99,1.66,6.83,8.48,11,0.48,38.44,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,22-08-2024 00:00,45.28,84.75,2.02,6.6,8.62,14.44,0.6,42.15,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,23-08-2024 00:00,26.68,63.79,1.92,6.62,8.53,12.74,0.52,41.63,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,24-08-2024 00:00,29.58,70.46,1.8,6.45,8.25,15.12,0.53,41.31,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,25-08-2024 00:00,19.25,61.92,1.47,6.44,7.91,18.33,0.52,43.06,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,26-08-2024 00:00,21.23,52.35,1.61,6.33,7.92,14.98,0.5,43.43,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,27-08-2024 00:00,26.1,57.9,1.59,6.53,8.11,12.35,0.53,43.49,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,28-08-2024 00:00,30.89,56.53,1.81,9.12,10.85,15.33,0.64,40.99,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,29-08-2024 00:00,24.33,50.04,1.9,6.42,8.31,16.41,0.6,39.18,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,30-08-2024 00:00,23.32,48.58,1.95,7.14,9.09,14.82,0.57,38.5,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,31-08-2024 00:00,20.01,44.66,1.44,6.71,8.04,12.85,0.58,39.03,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,01-09-2024 00:00,22.45,47.07,1.26,6.65,7.74,12.13,0.57,39.25,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,02-09-2024 00:00,25.91,54.02,1.56,5.83,7.37,12.04,0.59,39.92,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,03-09-2024 00:00,37.6,57.65,1.42,7.65,8.99,14,0.61,39.72,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,04-09-2024 00:00,42.43,60.22,2.54,12.11,14.38,14.69,0.67,38.61,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,05-09-2024 00:00,43.08,89.01,1.61,7.18,8.76,14.95,0.77,39.11,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,06-09-2024 00:00,38.41,83.25,1.6,6.86,8.12,14,0.81,40.05,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,07-09-2024 00:00,37.67,72.35,1.05,13.91,14,15.15,0.66,41.4,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,08-09-2024 00:00,32.92,56.09,1.17,7.59,8.71,13.54,0.66,39.67,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,09-09-2024 00:00,32.68,108.51,2.88,11.83,14.06,11.96,0.7,37.64,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,10-09-2024 00:00,19.68,89.88,1.47,7.42,8.85,12.24,0.67,38.84,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,11-09-2024 00:00,29.96,97.62,1.35,6.77,8.05,13.2,0.64,40.76,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,12-09-2024 00:00,28.76,135.16,1.7,6.65,8.32,11.83,0.57,40.98,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,13-09-2024 00:00,35.76,130.85,3.26,28.72,17.6,12.55,0.56,39.95,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,14-09-2024 00:00,34.94,260.88,1.82,9.45,5.58,11.85,0.27,46.95,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,15-09-2024 00:00,37.62,192.2,2.2,8.28,0.11,11.79,0.01,52.4,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,16-09-2024 00:00,14.66,223.2,1.44,7.21,4.28,10.09,0.3,47.77,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,17-09-2024 00:00,,,,,0,,0,,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,18-09-2024 00:00,44.37,158.86,2.67,7.36,4.7,11.88,0.28,43.46,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,19-09-2024 00:00,57.1,230.13,2.33,11.64,13.96,13.54,0.54,43.04,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,20-09-2024 00:00,68.92,158.33,1.99,6.84,8.81,13.28,0.59,46.5,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,21-09-2024 00:00,41.23,135.27,1.72,7.14,8.35,13.44,0.48,43.14,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,22-09-2024 00:00,37.57,110.8,1.31,6.63,7.57,11.98,0.55,42.99,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,23-09-2024 00:00,35.8,133.25,1.71,5.41,7.12,12.57,0.49,42.08,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,24-09-2024 00:00,33.78,143.45,1.42,5.57,6.97,10.77,0.5,40.87,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,25-09-2024 00:00,20.61,113.19,1.4,5.56,6.94,13.54,0.51,40.53,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,26-09-2024 00:00,35.38,101.97,1.26,5.67,6.84,15.35,0.56,40.13,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,27-09-2024 00:00,46.37,188.95,1.26,5.93,7.06,15.61,0.55,39.93,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,28-09-2024 00:00,38.12,128,1.48,7.52,7.29,15.82,0.63,41.26,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,29-09-2024 00:00,19.12,82.6,0.7,5.95,6.26,14.25,0.42,39.99,,,13.1373,80.2933
Chennai,Manali Village  Chennai - TNPCB ,30-09-2024 00:00,20.6,131.24,0.65,6.44,6.22,12.83,0.42,38.74,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,01-08-2024 00:00,24.27,37.34,5.88,3.69,9.57,3.74,1.75,11.85,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,02-08-2024 00:00,22.95,35.3,5.87,3.69,9.56,3.87,2.12,11.8,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,03-08-2024 00:00,12.15,18.7,5.92,3.68,9.49,3.69,2,12.37,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,04-08-2024 00:00,9.16,14.09,5.91,3.67,9.58,3.68,1.92,12.66,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,05-08-2024 00:00,17.08,26.28,5.91,3.7,9.62,4.76,2.55,10.18,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,06-08-2024 00:00,27.26,41.56,5.86,3.69,9.55,3.84,2.26,11.56,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,07-08-2024 00:00,12.85,19.77,5.85,3.67,9.52,3.69,2.15,12.19,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,08-08-2024 00:00,9.24,14.21,5.89,3.67,9.55,3.55,2.24,14.21,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,09-08-2024 00:00,24.61,37.79,5.86,3.63,9.49,3.59,4.04,8.51,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,10-08-2024 00:00,17.52,26.94,5.94,3.72,9.66,3.53,1.92,13.19,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,11-08-2024 00:00,12.65,19.46,5.8,3.71,9.5,3.59,1.99,12.95,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,12-08-2024 00:00,15.34,23.6,5.74,3.74,9.48,3.76,1.99,12.93,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,13-08-2024 00:00,16.61,25.56,5.62,3.67,9.29,3.63,2.19,11.96,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,14-08-2024 00:00,12.25,18.85,5.66,3.75,9.41,3.46,2.12,12.15,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,15-08-2024 00:00,8.96,13.79,5.75,3.82,9.56,3.4,2.29,12.02,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,16-08-2024 00:00,16.74,28.16,5.68,3.84,9.51,3.5,1.86,11.01,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,17-08-2024 00:00,16.42,25.27,5.67,3.73,9.4,3.54,2.18,12.04,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,18-08-2024 00:00,14.68,22.58,5.68,3.83,9.5,3.62,2.15,12.08,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,19-08-2024 00:00,16.51,25.4,5.87,3.88,9.74,3.76,1.93,11.69,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,20-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,21-08-2024 00:00,18.05,27.67,5.92,3.84,9.75,3.4,2.14,11.34,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,22-08-2024 00:00,10.78,16.59,5.7,3.75,9.44,3.01,3.28,7.65,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,23-08-2024 00:00,17.54,27.03,5.76,3.89,9.64,3.32,2.07,11.19,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,24-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,25-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,26-08-2024 00:00,,,,,,,,,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,27-08-2024 00:00,32.61,50.17,2.71,1.47,4.18,3.37,0.68,11.71,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,28-08-2024 00:00,20.01,30.79,2.65,1.42,4.07,3.29,0.42,10.34,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,29-08-2024 00:00,19.58,30.12,2.66,1.43,4.08,3.1,0.6,12.97,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,30-08-2024 00:00,16.15,24.84,2.67,1.41,4.08,3.18,0.55,12.08,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,31-08-2024 00:00,18.66,28.71,2.69,1.44,4.13,3.16,0.54,10.08,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,01-09-2024 00:00,9.57,14.72,2.68,1.43,4.1,,0.51,9.79,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,02-09-2024 00:00,17.23,26.5,2.68,1.44,4.11,10.02,0.52,13.04,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,03-09-2024 00:00,22.7,34.9,2.66,1.42,4.07,10.01,0.58,9.75,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,04-09-2024 00:00,15.96,24.55,2.72,1.47,4.19,10.02,0.59,9.72,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,05-09-2024 00:00,19.75,30.39,2.61,1.39,3.99,9.99,0.5,10.98,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,06-09-2024 00:00,26.82,41.26,2.7,1.42,4.12,10,0.42,10.3,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,07-09-2024 00:00,13.42,20.67,2.68,1.4,4.02,10,1.26,11.82,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,08-09-2024 00:00,10.74,16.52,2.7,1.41,4.1,9.99,0.57,12.55,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,09-09-2024 00:00,13.33,20.51,2.71,1.42,4.13,10.02,0.48,12.06,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,10-09-2024 00:00,13.88,21.35,2.72,1.42,4.14,10,0.51,11.69,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,11-09-2024 00:00,38.3,58.61,2.63,1.39,4,9.99,0.35,12.12,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,12-09-2024 00:00,12.87,19.8,2.73,1.42,4.15,9.98,,10.89,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,13-09-2024 00:00,25.27,39.14,2.63,1.37,3.97,10,0.23,11.83,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,14-09-2024 00:00,14.96,23.02,2.72,1.41,4.13,9.99,0.36,11.22,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,15-09-2024 00:00,14.05,21.61,2.76,1.43,4.19,10.01,0.34,10.9,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,16-09-2024 00:00,15.67,24.1,2.73,1.42,4.15,10,0.43,10.71,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,17-09-2024 00:00,20.06,30.86,2.72,1.43,4.15,10.02,0.34,10.89,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,18-09-2024 00:00,26.06,40.1,2.71,1.42,4.12,9.98,0.59,10.17,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,19-09-2024 00:00,25.18,38.72,4.41,2.21,6.58,11.04,0.67,11.08,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,20-09-2024 00:00,15.52,38.79,7.4,3.2,10.6,15.36,1.34,24.74,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,21-09-2024 00:00,14.52,36.31,2.68,1.4,4.03,14.62,1.24,20.57,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,22-09-2024 00:00,7.66,19.16,2.72,1.43,4.15,5.69,1.29,20.02,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,23-09-2024 00:00,11.58,28.95,2.71,1.42,4.12,9.49,1.28,21.08,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,24-09-2024 00:00,7.62,19.06,2.74,1.42,4.17,3.28,1.34,20.47,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,25-09-2024 00:00,13.67,32.1,2.69,1.41,4.1,2.5,1.14,20.66,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,26-09-2024 00:00,15.11,38.38,2.72,1.41,4.13,15.11,1.28,20.38,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,27-09-2024 00:00,37.73,62.06,2.67,1.39,4.06,22.86,0.63,21.58,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,28-09-2024 00:00,29.93,64.7,2.64,1.37,4.02,16.86,1.12,20.5,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,29-09-2024 00:00,10.6,29.35,2.71,1.42,4.13,9.97,1.1,20.36,,,13.1373,80.2933
Chennai,Manali  Chennai - CPCB ,30-09-2024 00:00,11.26,30.65,2.72,1.41,4.13,12.51,1.15,20.09,,,13.1373,80.2933
Chennai,Perungudi  Chennai - TNPCB ,01-08-2024 00:00,18.75,89.28,3.96,4.4,5.69,2.74,0.65,10.84,28.95,,12.9661,80.2335
Chennai,Perungudi  Chennai - TNPCB ,02-08-2024 00:00,20.87,77.53,5.2,5.41,7.17,4.49,0.69,11.63,28.84,,12.9661,80.2335
Chennai,Perungudi  Chennai - TNPCB ,03-08-2024 00:00,14.32,46.7,5.44,7.38,8.89,5.56,0.71,13.71,30.07,,12.9661,80.2335
Chennai,Perungudi  Chennai - TNPCB ,04-08-2024 00:00,9.15,28.02,4.86,5.28,6.85,3.82,0.69,12.09,28.77,,12.9661,80.2335
Chennai,Perungudi  Chennai - TNPCB ,05-08-2024 00:00,11.88,36.1,4.9,6.35,7.74,2.95,0.73,12.21,28.88,,12.9661,80.2335
Chennai,Perungudi  Chennai - TNPCB ,06-08-2024 00:00,6.38,31.67,5.58,5.7,7.6,4.08,0.67,12.1,28.83,,12.9661,80.2335
Chennai,Perungudi  Chennai - TNPCB ,07-08-2024 00:00,8.09,30.24,5.88,5.2,7.36,4.17,0.76,12.08,28.85,,12.9661,80.2335
Chennai,Perungudi  Chennai - TNPCB ,08-08-2024 00:00,7.19,25.79,4.25,5.93,7.08,4.55,0.7,13.31,28.78,,12.9661,80.2335
Chennai,Perungudi  Chennai - TNPCB ,09-08-2024 00:00,7.91,37.42,4.4,6.03,7.21,4.34,0.68,11.79,28.74,,12.9661,80.2335
Chennai,Perungudi  Chennai - TNPCB ,10-08-2024 00:00,11.39,36.26,3.72,4.24,5.43,3.3,0.68,8.8,28.86,,12.9661,80.2335
